898,PTV,PTV-1,Buldhana,736.0 736.0,0,736.0,5193.0 14891.0 0,20084.0,6769,26853.0,397.9 1143.8 0,1541.7,497.0 332.4 0,829.4,894.9,1476.2,0,2371.0
899,PTV,PTV-2,Buldhana,738.0 717.0,0,717.7,488.0 13391.0 0,13879.0,2812,16691.0,37.5 852.6 0,890.1,48.2 236.2 0,284.4,85.7,1088.8,0,1174.4
900,PTW,PTW-1,Buldhana,744.5 744.5,0,744.5,1615.0 15111.0 0,16726.0,2626,19352.0,150.4 1407.4 0,1557.9,180.6 572.1 0,752.8,331.1,1979.5,0,2310.6
901,PTW,PTW-1,Jalgaon,0 625.9,0,625.9,0 17974.0 0,17974.0,0,17974.0,0 1436.8 0,1436.8,0 789.9 0,789.9,0,2226.7,0,2226.7
902,SA,SA-1,Ahmednagar,622.0 622.0,622.0,622.0,0 15133.5 5804.5,20938.0,428,21366.0,0 1141.4 437.8,1579.2,0 369.2 4.6,373.8,0,1510.6,442.4,1953.0
903,SA,SA-10,Beed,660.0 660.0,0,660.0,1621.0 20392.0 0,22013.0,1245,23258.0,131.1 1649.4 0,1780.5,339.5 422.4 0,761.9,470.6,2071.8,0,2542.4
904,SA,SA-10,Ahmednagar,753.0 753.0,753.0,753.0,0 9080.0 0,9080.0,1357,10437.0,0 804.7 0,804.7,0 162.7 0,162.7,0,967.4,0,967.4
905,SA,SA-11,Ahmednagar,516.0 516.0,516.0,516.0,0 16035.0 0,16035.0,1394,17429.0,0 992.4 0,992.4,0 336.5 0,336.5,0,1329.0,0,1329.0
906,SA,SA-11,Beed,660.0 660.0,0,660.0,621.0 9713.0 0,10334.0,414,10748.0,50.2 785.6 0,835.9,310.7 230.1 0,540.8,360.9,1015.7,0,1376.6
907,SA,SA-12,Ahmednagar,556.0 556.0,556.0,556.0,0 31079.0 0,31079.0,0,31079.0,0 2086.7 0,2086.7,0 1105.7 0,1105.7,0,3192.5,0,3192.5
908,SA,SA-12,Beed,660.0 660.0,0,660.0,1463.0 18971.0 0,20434.0,1011,21445.0,118.3 1534.5 0,1652.8,235.7 524.2 0,759.9,354.0,2058.7,0,2412.7
909,SA,SA-13,Beed,660.0 660.0,0,660.0,1715.0 14818.0 0,16533.0,664,17197.0,138.7 1198.6 0,1337.3,248.2 469.6 0,717.8,386.9,1668.2,0,2055.1
910,SA,SA-14,Beed,660.0 660.0,0,660.0,1454.0 14345.0 0,15799.0,0,15799.0,117.6 1160.3 0,1277.9,235.7 479.3 0,715.0,353.3,1639.6,0,1992.9
911,SA,SA-14,Ahmednagar,652.0 652.0,652.0,652.0,0 5279.0 0,5279.0,108,5387.0,0 418.9 0,418.9,0 191.9 0,191.9,0,610.8,0,610.8
912,SA,SA-15,Solapur,0 614.6,0,614.6,0 10305.0 0,10305.0,0,10305.0,0 423.8 0,423.8,16.0 170.6 0,186.6,16.0,594.4,0,610.4
913,SA,SA-15,Beed,660.0 660.0,0,660.0,555.0 22651.0 0,23206.0,0,23206.0,44.9 1832.1 0,1877.0,108.4 478.7 0,587.2,153.3,2310.9,0,2464.2
914,SA,SA-15,Ahmednagar,556.0 556.0,556.0,556.0,0 22402.0 0,22402.0,0,22402.0,0 1504.1 0,1504.1,0 347.9 0,347.9,0,1852.0,0,1852.0
915,SA,SA-16,Solapur,0 614.6,0,614.6,0 11556.0 0,11556.0,0,11556.0,0 475.2 0,475.2,15.2 472.8 0,488.0,15.2,948.0,0,963.2
916,SA,SA-16,Ahmednagar,556.0 556.0,556.0,556.0,6259.0 14998.0 0,21257.0,886,22143.0,419.3 1007.0 0,1426.3,562.3 306.3 0,868.6,981.6,1313.3,0,2294.9
917,SA,SA-17,Ahmednagar,652.0 652.0,652.0,652.0,0 25363.0 0,25363.0,1675,27038.0,0 2013.1 0,2013.1,0.4 526.2 0,526.6,0.4,2539.3,0,2539.7
918,SA,SA-18,Ahmednagar,652.0 652.0,652.0,652.0,0 10152.0 0,10152.0,0,10152.0,0 805.8 0,805.8,1.6 263.4 0,265.0,1.6,1069.2,0,1070.8
919,SA,SA-19,Ahmednagar,652.0 652.0,652.0,652.0,0 27809.0 0,27809.0,2751,30560.0,0 1867.5 0,1867.5,0 502.1 0,502.1,0,2369.6,0,2369.6
920,SA,SA-2,Ahmednagar,622.0 622.0,622.0,622.0,0 28540.0 0,28540.0,1502,30042.0,0 2152.5 0,2152.5,0 606.6 0,606.6,0,2759.1,0,2759.1
921,SA,SA-20,Solapur,0 614.6,0,614.6,0 21378.0 0,21378.0,0,21378.0,0 879.2 0,879.2,26.9 368.5 0,395.4,26.9,1247.7,0,1274.6
922,SA,SA-21,Solapur,0 614.6,0,614.6,0 6457.0 0,6457.0,0,6457.0,0 265.6 0,265.6,2.5 128.4 0,130.9,2.5,393.9,0,396.4
923,SA,SA-21,Osmanabad,0 615.5,0,615.5,0 11346.0 0,11346.0,2049,13395.0,0 867.2 0,867.2,0 277.6 0,277.6,0,1144.8,0,1144.8
924,SA,SA-22,Solapur,0 614.6,0,614.6,0 24411.0 0,24411.0,0,24411.0,0 1003.9 0,1003.9,0 345.6 0,345.6,0,1349.6,0,1349.6
925,SA,SA-23,Osmanabad,615.5 615.5,0,615.5,2874.0 21015.0 0,23889.0,4627,28516.0,219.7 1606.3 0,1825.9,45.7 596.4 0,642.1,265.4,2202.6,0,2468.0
926,SA,SA-24,Osmanabad,615.5 615.5,0,615.5,2015.0 32664.0 0,34679.0,3699,38378.0,154.0 2496.6 0,2650.7,25.2 888.8 0,914.0,179.2,3385.5,0,3564.7
927,SA,SA-25,Osmanabad,615.5 615.5,0,615.5,2100.0 20878.0 0,22978.0,5560,28538.0,160.5 1595.8 0,1756.3,33.4 729.7 0,763.1,193.9,2325.5,0,2519.4
928,SA,SA-26,Solapur,0 737.4,0,737.4,0 18091.0 0,18091.0,829,18920.0,0 894.9 0,894.9,8.4 604.9 0,613.3,8.4,1499.8,0,1508.2
929,SA,SA-27,Solapur,0 737.4,0,737.4,0 27149.0 0,27149.0,0,27149.0,0 1343.0 0,1343.0,0 486.3 0,486.3,0,1829.2,0,1829.2
930,SA,SA-27 A,Osmanabad,615.5 615.5,0,615.5,996.0 11679.0 0,12675.0,1746,14421.0,76.1 892.7 0,968.8,12.2 280.6 0,292.8,88.3,1173.2,0,1261.5
931,SA,SA-28,Solapur,0 661.7,0,661.7,0 51276.0 0,51276.0,0,51276.0,0 4215.9 0,4215.9,0 857.8 0,857.8,0,5073.7,0,5073.7
932,SA,SA-28 A,Osmanabad,0 615.5,0,615.5,0 24946.0 0,24946.0,5036,29982.0,0 1906.7 0,1906.7,0 624.4 0,624.4,0,2531.1,0,2531.1
933,SA,SA-29,Solapur,0 661.7,0,661.7,0 31023.0 0,31023.0,0,31023.0,0 1373.5 0,1373.5,7.2 2043.7 0,2050.9,7.2,3417.2,0,3424.4
934,SA,SA-29 A,Osmanabad,615.5 615.5,0,615.5,2424.0 12802.0 0,15226.0,811,16037.0,185.3 978.5 0,1163.8,40.1 106.1 0,146.1,225.4,1084.6,0,1309.9
935,SA,SA-3,Ahmednagar,622.0 622.0,622.0,622.0,0 12690.0 0,12690.0,259,12949.0,0 957.1 0,957.1,0 302.7 0,302.7,0,1259.8,0,1259.8
936,SA,SA-30,Solapur,0 661.7,0,661.7,0 17083.0 0,17083.0,0,17083.0,0 1404.6 0,1404.6,7.0 400.4 0,407.4,7.0,1805.0,0,1812.0
937,SA,SA-31,Solapur,0 737.4,0,737.4,0 25837.0 0,25837.0,0,25837.0,0 1278.0 0,1278.0,0 624.0 0,624.0,0,1902.0,0,1902.0
938,SA,SA-32,Solapur,0 737.4,0,737.4,0 34986.0 0,34986.0,0,34986.0,0 1730.6 0,1730.6,14.2 418.4 0,432.7,14.2,2149.0,0,2163.3
S.no,Basin,Watershed,District,Rainfall (mm),,,Total Geographical Area (ha),,,,Ground Water Recharge (ham),,,,,,,
"",,,,,,,Recharge Worthy Area (ha),,Hilly Area,Total,Rainfall Recharge,,Recharge from other sorces,,Total,,,
"",,,,C NC,PQ,Total,C NC PQ,Total,,,C NC PQ,Total,C NC PQ,Total,C,NC,PQ,Total
939,SA,SA-33,Solapur,0 737.4,0,737.4,0 22617.0 0,22617.0,603,23220.0,0 1118.8 0,1118.8,6.6 553.8 0,560.4,6.6,1672.6,0,1679.2
940,SA,SA-33 B,Osmanabad,0 751.7,0,751.7,0 3178.0 0,3178.0,302,3480.0,0 306.8 0,306.8,0 92.9 0,92.9,0,399.7,0,399.7
941,SA,SA-34,Solapur,0 737.4,0,737.4,0 25805.0 0,25805.0,0,25805.0,0 1276.5 0,1276.5,19.1 509.8 0,529.0,19.1,1786.3,0,1805.4
942,SA,SA-35,Solapur,0 769.7,0,769.7,0 15656.0 0,15656.0,0,15656.0,0 1497.8 0,1497.8,1.4 319.9 0,321.2,1.4,1817.6,0,1819.0
943,SA,SA-36,Solapur,603.3 603.3,0,603.3,2285.0 9201.0 0,11486.0,0,11486.0,141.6 598.3 0,739.9,540.3 305.2 0,845.5,681.9,903.5,0,1585.3
944,SA,SA-37,Solapur,603.3 603.3,0,603.3,3674.0 22563.0 0,26237.0,0,26237.0,148.2 910.1 0,1058.3,653.3 550.7 0,1204.0,801.5,1460.8,0,2262.4
945,SA,SA-37 A,Osmanabad,751.7 751.7,0,751.7,800.0 16061.0 0,16861.0,3196,20057.0,77.2 1550.5 0,1627.7,12.2 557.6 0,569.9,89.5,2108.1,0,2197.6
946,SA,SA-38,Solapur,769.7 769.7,0,769.7,6723.0 48012.0 0,54735.0,0,54735.0,643.2 4593.2 0,5236.4,625.6 763.6 0,1389.3,1268.8,5356.8,0,6625.7
947,SA,SA-38 A,Osmanabad,837.4 837.4,0,837.4,645.0 10974.0 0,11619.0,2636,14255.0,66.9 1137.7 0,1204.6,13.8 403.5 0,417.3,80.6,1541.2,0,1621.9
948,SA,SA-39,Solapur,603.3 603.3,0,603.3,9480.0 19118.0 0,28598.0,0,28598.0,710.2 1432.2 0,2142.4,597.6 538.3 0,1135.9,1307.7,1970.5,0,3278.2
949,SA,SA-39 A,Osmanabad,837.4 837.4,0,837.4,200.0 6932.0 0,7132.0,203,7335.0,20.7 718.7 0,739.4,2.3 188.6 0,190.9,23.0,907.3,0,930.3
950,SA,SA-4,Ahmednagar,622.0 622.0,622.0,622.0,0 20558.0 0,20558.0,420,20978.0,0 1550.5 0,1550.5,0 514.4 0,514.4,0,2064.9,0,2064.9
951,SA,SA-40,Solapur,0 769.7,0,769.7,0 15580.0 0,15580.0,0,15580.0,0 1003.8 0,1003.8,9.8 168.9 0,178.6,9.8,1172.7,0,1182.4
952,SA,SA-40 A,Osmanabad,0 837.4,0,837.4,0 4051.0 0,4051.0,10,4061.0,0 420.0 0,420.0,0 67.6 0,67.6,0,487.6,0,487.6
953,SA,SA-41,Solapur,0 769.7,0,769.7,0 23690.0 0,23690.0,0,23690.0,0 2266.4 0,2266.4,0 408.1 0,408.1,0,2674.5,0,2674.5
954,SA,SA-43 A,Osmanabad,837.4 837.4,0,837.4,660.0 25084.0 0,25744.0,1068,26812.0,68.4 2600.6 0,2669.0,13.7 673.3 0,686.9,82.1,3273.8,0,3355.9
955,SA,SA-5,Ahmednagar,622.0 622.0,622.0,622.0,0 18895.0 0,18895.0,788,19683.0,0 1391.3 0,1391.3,0 526.7 0,526.7,0,1918.0,0,1918.0
956,SA,SA-5 B,Beed,660.0 660.0,0,660.0,1723.0 19359.0 0,21082.0,0,21082.0,139.4 1565.9 0,1705.2,502.2 435.1 0,937.4,641.6,2001.0,0,2642.6
957,SA,SA-6,Ahmednagar,622.0 622.0,622.0,622.0,0 10356.0 0,10356.0,780,11136.0,0 781.1 0,781.1,0 326.5 0,326.5,0,1107.5,0,1107.5
958,SA,SA-7,Ahmednagar,622.0 622.0,622.0,622.0,0 4428.0 0,4428.0,233,4661.0,0 334.0 0,334.0,0 146.4 0,146.4,0,480.4,0,480.4
959,SA,SA-8,Ahmednagar,622.0 622.0,622.0,622.0,0 10225.0 0,10225.0,653,10878.0,0 771.2 0,771.2,0 242.7 0,242.7,0,1013.9,0,1013.9
960,SA,SA-9,Beed,660.0 660.0,0,660.0,2478.0 15255.0 0,17733.0,915,18648.0,200.4 1233.9 0,1434.4,314.0 520.3 0,834.2,514.4,1754.2,0,2268.6
961,SE,SE-0,Gadchiroli,0 1356.7,0,1356.7,0 9161.0 0,9161.0,245,9406.0,0 1051.3 0,1051.3,0 143.8 0,143.8,0,1195.0,0,1195.0
962,TE,TE-07,Jalgaon,705.7 705.7,0,705.7,2660.0 39071.0 0,41731.0,424,42155.0,215.6 3166.7 0,3382.3,399.1 558.3 0,957.4,614.7,3724.9,0,4339.6
963,TE,TE-1,Jalgaon,0 596.3,0,596.3,0 10205.0 0,10205.0,0,10205.0,0 746.0 0,746.0,0 199.1 0,199.1,0,945.1,0,945.1
964,TE,TE-1,Amravati,1597.0 1597.0,0,1597.0,196.0 4616.0 0,4812.0,5858,10670.0,18.1 340.8 0,358.9,19.2 92.6 0,111.8,37.3,433.4,0,470.6
965,TE,TE-100,Dhule,601.0 601.0,0,601.0,2687.0 3141.0 0,5828.0,10,5838.0,169.9 198.6 0,368.5,1490.0 37.5 0,1527.5,1659.9,236.1,0,1896.0
966,TE,TE-101,Dhule,539.0 539.0,0,539.0,600.0 15780.0 0,16380.0,2890,19270.0,36.4 619.2 0,655.6,997.3 286.4 0,1283.7,1033.7,905.6,0,1939.3
967,TE,TE-102,Dhule,539.0 539.0,0,539.0,1340.0 28002.0 0,29342.0,5180,34522.0,75.1 1881.1 0,1956.2,252.3 626.3 0,878.6,327.4,2507.4,0,2834.8
968,TE,TE-103,Dhule,539.0 539.0,0,539.0,2370.0 29880.0 0,32250.0,3610,35860.0,143.9 1451.5 0,1595.4,1181.9 640.2 0,1822.2,1325.9,2091.8,0,3417.6
969,TE,TE-104,Dhule,539.0 539.0,0,539.0,460.0 17250.0 0,17710.0,1970,19680.0,22.4 995.2 0,1017.6,80.6 488.6 0,569.2,103.0,1483.8,0,1586.8
970,TE,TE-105 A,Dhule,539.0 539.0,0,539.0,760.0 10280.0 0,11040.0,1230,12270.0,29.8 403.4 0,433.2,16.0 350.0 0,366.0,45.8,753.3,0,799.1
971,TE,TE-105 B,Nashik,0 567.7,0,567.7,0 5775.0 0,5775.0,1494,7269.0,0 404.7 0,404.7,1.0 59.6 0,60.6,1.0,464.3,0,465.2
972,TE,TE-106,Nashik,567.7 567.7,0,567.7,3557.0 22938.0 0,26495.0,1364,27859.0,210.0 1607.2 0,1817.2,194.2 471.9 0,666.1,404.2,2079.2,0,2483.3
973,TE,TE-107,Nashik,588.9 588.9,0,588.9,3129.0 30630.0 0,33759.0,8640,42399.0,226.6 1876.0 0,2102.5,283.8 738.5 0,1022.3,510.4,2614.4,0,3124.8
974,TE,TE-108,Nashik,0 673.5,0,673.5,0 7450.0 0,7450.0,455,7905.0,0 621.9 0,621.9,2.7 191.5 0,194.2,2.7,813.5,0,816.2
975,TE,TE-109,Nashik,660.0 660.0,0,660.0,1889.0 12269.0 0,14158.0,1742,15900.0,129.7 971.8 0,1101.5,37.9 492.3 0,530.1,167.5,1464.1,0,1631.6
976,TE,TE-10A,Jalgaon,823.4 823.4,0,823.4,1060.0 16547.0 0,17607.0,523,18129.9,73.6 1723.5 0,1797.1,76.2 403.9 0,480.1,149.8,2127.4,0,2277.2
977,TE,TE-10B,Aurangabad,718.0 705.0,0,709.1,1619.0 3500.0 0,5119.0,2210,7329.0,96.0 203.6 0,299.6,502.1 40.1 0,542.1,598.0,243.7,0,841.7
978,TE,TE-11,Jalgaon,717.0 717.0,0,717.0,2420.0 34690.0 0,37110.0,343,37453.0,167.9 2888.8 0,3056.8,192.5 801.7 0,994.2,360.5,3690.5,0,4051.0
979,TE,TE-111,Nandurbar,771.0 762.0,0,762.0,151.0 30180.0 0,30331.0,562,30893.0,14.1 2824.0 0,2838.1,127.1 424.5 0,551.6,141.2,3248.4,0,3389.7
980,TE,TE-112 A,Dhule,539.0 539.0,0,539.0,0 605.0 0,605.0,195,800.0,0 44.1 0,44.1,0 0.4 0,0.4,0,44.5,0,44.5
981,TE,TE-112 B,Nandurbar,1207.0 1207.0,0,1207.0,417.0 14274.0 0,14691.0,5358,20049.0,57.8 1582.9 0,1640.7,1067.5 210.2 0,1277.7,1125.3,1793.1,0,2918.4
982,TE,TE-113 A,Dhule,559.7 559.7,0,559.7,1014.0 25291.0 0,26305.0,2595,28900.0,77.0 1921.5 0,1998.6,263.0 537.2 0,800.2,340.0,2458.8,0,2798.8
983,TE,TE-113 B,Nandurbar,0 751.0,0,751.0,0 4655.0 0,4655.0,545,5200.0,0 470.5 0,470.5,0 61.3 0,61.3,0,531.8,0,531.8
984,TE,TE-114,Dhule,601.0 601.0,0,601.0,264.0 8060.0 0,8324.0,1468,9792.0,21.7 356.7 0,378.4,23.0 155.4 0,178.4,44.7,512.1,0,556.8
985,TE,TE-114 A,Dhule,539.0 539.0,0,539.0,0 19160.0 0,19160.0,3380,22540.0,0 1396.1 0,1396.1,35.9 403.5 0,439.4,35.9,1799.6,0,1835.5
986,TE,TE-115,Dhule,539.0 539.0,0,539.0,8327.0 12491.0 0,20818.0,1310,22128.0,505.6 910.2 0,1415.8,2995.0 277.5 0,3272.5,3500.6,1187.7,0,4688.4
987,TE,TE-116,Nashik,0 798.5,0,798.5,0 23199.0 0,23199.0,5851,29050.0,0 2998.7 0,2998.7,0 447.3 0,447.3,0,3446.0,0,3446.0
988,TE,TE-117,Nashik,627.8 627.8,0,627.8,2597.0 22410.0 0,25007.0,2778,27785.0,153.5 1737.9 0,1891.4,465.2 579.0 0,1044.2,618.7,2316.9,0,2935.6
989,TE,TE-12,Jalgaon,0 693.0,0,693.0,0 17923.0 0,17923.0,0,17923.0,0 1623.6 0,1623.6,0 377.6 0,377.6,0,2001.3,0,2001.3
990,TE,TE-121,Nandurbar,812.0 812.0,0,812.0,153.0 18920.0 0,19073.0,963,20036.0,15.1 1868.5 0,1883.6,208.3 223.3 0,431.6,223.4,2091.7,0,2315.1
991,TE,TE-122 A,Nandurbar,0 751.0,0,751.0,0 16317.0 0,16317.0,2590,18907.0,0 1456.7 0,1456.7,0 447.1 0,447.1,0,1903.8,0,1903.8
992,TE,TE-122 B,Dhule,601.0 601.0,0,601.0,0 6990.0 0,6990.0,1047,8037.0,0 570.6 0,570.6,0 60.7 0,60.7,0,631.3,0,631.3
993,TE,TE-123 A,Dhule,570.0 570.0,0,570.0,0 6426.0 0,6426.0,2174,8600.0,0 332.2 0,332.2,0 62.4 0,62.4,0,394.6,0,394.6
994,TE,TE-123 B,Nandurbar,0 751.0,0,751.0,0 5386.0 0,5386.0,992,6378.0,0 370.1 0,370.1,27.8 115.0 0,142.8,27.8,485.0,0,512.8
995,TE,TE-124,Dhule,539.0 539.0,0,539.0,3450.0 23620.0 0,27070.0,2010,29080.0,251.4 926.8 0,1178.2,406.7 379.9 0,786.6,658.0,1306.7,0,1964.7
996,TE,TE-124 A,Dhule,539.0 539.0,0,539.0,0 1340.0 0,1340.0,3130,4470.0,0 97.6 0,97.6,0 96.5 0,96.5,0,194.1,0,194.1
997,TE,TE-125,Nashik,1375.3 1375.3,0,1375.3,554.0 19551.0 0,20105.0,5212,25317.0,81.6 2540.3 0,2621.9,35.6 603.8 0,639.4,117.2,3144.1,0,3261.3
998,TE,TE-126,Nashik,798.5 798.5,0,798.5,406.0 14561.0 0,14967.0,3626,18593.0,40.1 1439.3 0,1479.4,15.8 473.4 0,489.2,55.9,1912.7,0,1968.6
999,TE,TE-127,Nashik,798.5 798.5,0,798.5,1148.0 18934.0 0,20082.0,5121,25203.0,113.5 1283.5 0,1397.0,59.6 856.2 0,915.7,173.0,2139.7,0,2312.7
1000,TE,TE-128,Nashik,779.2 779.2,0,779.2,2766.0 19870.0 0,22636.0,2030,24666.0,268.0 1295.2 0,1563.2,560.5 1039.8 0,1600.3,828.5,2335.0,0,3163.5
1001,TE,TE-129,Nashik,600.1 600.1,0,600.1,2039.0 9614.0 0,11653.0,3569,15222.0,151.0 711.9 0,862.9,553.5 357.2 0,910.6,704.4,1069.1,0,1773.5
1002,TE,TE-13,Jalgaon,770.7 770.7,0,770.7,1516.0 27751.0 0,29267.0,0,29267.0,98.2 2307.6 0,2405.8,107.5 569.2 0,676.8,205.7,2876.8,0,3082.6
1003,TE,TE-13,Jalgaon,770.7 770.7,0,770.7,205.0 8187.0 0,8392.0,0,8392.0,19.8 613.8 0,633.5,11.8 161.7 0,173.5,31.6,775.4,0,807.0
1004,TE,TE-13 B,Aurangabad,705.0 670.0,0,679.6,577.0 1527.0 0,2104.0,3356,5460.0,33.6 85.4 0,118.9,198.0 26.6 0,224.7,231.6,112.0,0,343.6
1005,TE,TE-130,Nashik,678.6 678.6,0,678.6,3978.0 21528.0 0,25506.0,2859,28365.0,334.6 1704.7 0,2039.3,928.3 997.0 0,1925.3,1262.9,2701.7,0,3964.6
1006,TE,TE-133,Nandurbar,0 1205.0,0,1205.0,0 23004.0 0,23004.0,514,23518.0,0 2475.0 0,2475.0,0 366.5 0,366.5,0,2841.4,0,2841.4
1007,TE,TE-134,Nandurbar,0 751.0,0,751.0,0 23841.0 0,23841.0,2162,26003.0,0 2409.7 0,2409.7,0 468.1 0,468.1,0,2877.7,0,2877.7
1008,TE,TE-134 A,Nandurbar,751.0 751.0,0,751.0,1550.0 18811.0 0,20361.0,3762,24123.0,130.6 1330.4 0,1460.9,944.2 236.3 0,1180.5,1074.7,1566.6,0,2641.4
1009,TE,TE-135 A,Dhule,539.0 539.0,0,539.0,0 3700.0 0,3700.0,0,3700.0,0 269.6 0,269.6,0 36.4 0,36.4,0,306.0,0,306.0
1010,TE,TE-135 B,Nandurbar,751.0 1207.0,0,1167.9,2375.0 25333.0 0,27708.0,3072,30780.0,160.0 2809.3 0,2969.3,392.7 551.0 0,943.7,552.7,3360.3,0,3913.0
1011,TE,TE-137 A,Dhule,539.0 539.0,0,539.0,0 2300.0 0,2300.0,1700,4000.0,0 167.6 0,167.6,0 0.0 0,0,0,167.6,0,167.6
1012,TE,TE-137 B,Nandurbar,1207.0 1207.0,0,1207.0,1225.0 18532.0 0,19757.0,8537,28294.0,135.9 2055.1 0,2191.0,252.8 430.1 0,682.9,388.6,2485.2,0,2873.8
1013,TE,TE-138,Nandurbar,0 1207.0,0,1207.0,0 9228.0 0,9228.0,6051,15279.0,0 1023.3 0,1023.3,0 215.7 0,215.7,0,1239.1,0,1239.1
1014,TE,TE-138 A,Nandurbar,0 1207.0,0,1149.8,692.0 13907.0 0,14599.0,3660,18259.0,0 1542.2 0,1542.2,176.1 401.1 0,577.2,176.1,1943.3,0,2119.4
1015,TE,TE-139 A,Dhule,539.0 539.0,0,539.0,0 4175.0 0,4175.0,1000,5175.0,0 304.2 0,304.2,0 11.7 0,11.7,0,315.9,0,315.9
1016,TE,TE-139 B,Nandurbar,1207.0 1207.0,0,1207.0,4543.0 19355.0 0,23898.0,9621,33519.0,503.8 2146.4 0,2650.2,1136.9 358.3 0,1495.3,1640.7,2504.7,0,4145.4
1017,TE,TE-14,Jalgaon,823.4 823.4,0,823.4,1766.0 14842.0 0,16608.0,874,17482.4,134.3 1066.6 0,1200.9,153.4 276.9 0,430.3,287.7,1343.5,0,1631.2
1018,TE,TE-141,Nandurbar,1205.0 1205.0,0,1205.0,1045.0 9107.0 0,10152.0,10562,20714.0,90.8 722.9 0,813.7,196.3 130.3 0,326.6,287.2,853.2,0,1140.4
1019,TE,TE-142,Nandurbar,0 1207.0,0,1207.0,0 8881.0 0,8881.0,1743,10624.0,0 984.9 0,984.9,0 74.3 0,74.3,0,1059.1,0,1059.1
1020,TE,TE-15 A,Jalgaon,823.4 823.4,0,823.4,156.0 8731.0 0,8887.0,618,9505.3,10.8 909.4 0,920.2,40.7 291.0 0,331.6,51.5,1200.3,0,1251.8
1021,TE,TE-15 B,Aurangabad,705.0 705.0,0,705.0,348.0 23840.0 0,24188.0,1556,25744.0,17.2 1386.8 0,1404.0,140.6 306.0 0,446.6,157.8,1692.8,0,1850.6
1022,TE,TE-16,Jalgaon,0 621.5,0,621.5,0 3908.0 0,3908.0,5203,9111.0,0 260.6 0,260.6,0 52.9 0,52.9,0,313.5,0,313.5
1023,TE,TE-17,Jalgaon,717.0 717.0,0,717.0,3776.0 19538.0 0,23314.0,229,23543.0,314.5 1627.0 0,1941.5,303.2 326.0 0,629.2,617.6,1953.0,0,2570.7
1024,TE,TE-18,Jalgaon,0 693.0,0,693.0,0 10101.0 0,10101.0,0,10101.0,0 844.7 0,844.7,8.1 37.7 0,45.8,8.1,882.3,0,890.4
S.no,Basin,Watershed,District,Rainfall (mm),,,Total Geographical Area (ha),,,,Ground Water Recharge (ham),,,,,,,
"",,,,,,,Recharge Worthy Area (ha),,Hilly Area,Total,Rainfall Recharge,,Recharge from other sorces,,Total,,,
"",,,,C NC,PQ,Total,C NC PQ,Total,,,C NC PQ,Total,C NC PQ,Total,C,NC,PQ,Total
1025,TE,TE-19,Jalgaon,693.0 693.0,0,693.0,509.0 11955.0 0,12464.0,0,12464.0,42.6 999.7 0,1042.3,151.9 352.1 0,504.1,194.5,1351.8,0,1546.3
1026,TE,TE-19,Jalgaon,693.0 693.0,0,693.0,367.0 25378.0 0,25745.0,0,25745.0,30.7 2122.1 0,2152.8,499.3 209.6 0,708.9,530.0,2331.7,0,2861.7
1027,TE,TE-2,Jalgaon,0 694.3,0,694.3,0 16740.0 0,16740.0,189,16929.0,0 1328.9 0,1328.9,2.4 949.8 0,952.2,2.4,2278.7,0,2281.1
1028,TE,TE-2,Amravati,0 1223.0,0,1223.0,0 625.0 0,625.0,10503,11128.0,0 34.3 0,34.3,0.8 52.0 0,52.8,0.8,86.3,0,87.1
1029,TE,TE-2,Jalgaon,694.3 694.3,0,694.3,2560.0 20769.0 0,23329.0,0,23329.0,203.2 1648.8 0,1852.0,263.8 814.9 0,1078.7,467.1,2463.6,0,2930.7
1030,TE,TE-20,Jalgaon,693.0 693.0,0,693.0,665.0 27835.0 0,28500.0,0,28500.0,50.2 2363.9 0,2414.1,177.6 474.9 0,652.5,227.8,2838.8,0,3066.6
1031,TE,TE-21,Jalgaon,718.0 718.0,0,718.0,380.0 10916.0 0,11296.0,722,12017.6,28.6 946.0 0,974.6,181.9 230.0 0,412.0,210.5,1176.1,0,1386.6
1032,TE,TE-22,Jalgaon,718.0 718.0,0,718.0,2439.0 17860.0 0,20299.0,1068,21367.0,146.7 1611.0 0,1757.6,466.9 393.5 0,860.4,613.6,2004.5,0,2618.1
1033,TE,TE-22 B,Aurangabad,705.0 705.0,0,705.0,0 9696.0 0,9696.0,4257,13953.0,0 564.0 0,564.0,0 139.7 0,139.7,0,703.7,0,703.7
1034,TE,TE-23,Jalgaon,0 621.5,0,621.5,0 2230.0 0,2230.0,3908,6138.0,0 178.4 0,178.4,0 32.5 0,32.5,0,210.9,0,210.9
1035,TE,TE-24,Jalgaon,621.5 621.5,0,621.5,8752.0 26079.0 0,34831.0,600,35431.0,538.6 1925.9 0,2464.6,728.0 661.8 0,1389.8,1266.6,2587.7,0,3854.3
1036,TE,TE-25,Jalgaon,669.3 669.3,0,669.3,5186.0 12840.0 0,18026.0,0,18026.0,339.5 1008.8 0,1348.3,254.8 225.7 0,480.5,594.3,1234.5,0,1828.8
1037,TE,TE-26,Jalgaon,707.7 707.7,0,707.7,5186.0 18927.0 0,24113.0,0,24113.0,441.8 1710.2 0,2152.0,1311.7 227.6 0,1539.3,1753.5,1937.8,0,3691.3
1038,TE,TE-27,Jalgaon,709.4 0.0,0,709.4,22378.0 0.0 0,22378.0,0,22378.0,1585.1 0 0,1585.1,1988.8 0.0 0,1988.8,3574.0,0,0,3574.0
